Unnamed: 0,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
60,2.0,0.548847,2366.8,3003.8,1034.2,1408.2,1595.6,0.1172147,0.07601606183779748,-0.0005718809896725656,0.00059418044434485,-0.0060374999999999995,6.646525849577219e-05
61,0.0,0.428672,2172.3,2134.3,1903.7,776.6,1357.7,0.1173689,0.07606256055301365,-0.000593156785852635,0.00063882443947554,-0.0060455000000000005,6.711602842499001e-05
62,4.0,0.552901,1928.4,2970.5,1067.5,1307.6,1662.9,0.117611,0.07626361143508542,-0.00057363841344778,0.0003872430672609601,-0.0060564999999999985,5.7597652754450004e-05
63,3.0,0.778063,1944.4,3240.5,797.5,1873.1,1367.4,0.11795409999999999,0.07641356880759517,-0.0005104992488694442,0.00020286484480138014,-0.0059746999999999995,6.108115486876247e-05
64,1.0,-0.536411,1519.9,3316.9,721.1,1530.9,1786.0,0.1176229,0.07627904059312869,-0.0006901674419539201,0.00029306049118239406,-0.0058838,5.946383796572158e-05
65,0.0,-0.623669,2068.8,3107.0,931.0,1507.6,1599.4,0.1174549,0.07623026052112722,-0.00074693051512778,0.00025558743909543004,-0.0058529,5.7882061506420006e-05
66,3.0,0.509756,1447.8,2513.3,1524.7,1118.6,1394.7,0.11780759999999998,0.07645281111359163,-0.0008520901100647199,0.00046426665819779,-0.0057831,6.083222139770868e-05
67,0.0,0.655686,2321.6,2978.7,1059.3,1470.0,1508.7,0.1180728,0.07659973637792958,-0.0008899686673705901,0.0005545126757896101,-0.0058002,5.345038081676e-05
68,4.0,-0.339661,2480.1,1958.6,2079.4,575.0,1383.6,0.1179876,0.0765186544645545,-0.0009136850114283199,0.0003674413613834801,-0.0057994000000000006,6.972414597548e-05
69,4.0,0.55661,2476.8,2697.6,1340.4,1214.2,1483.4,0.1182431,0.07667740995330599,-0.0009073529176756346,0.00024960742644096,-0.005796,7.098902061444999e-05
70,2.0,0.649722,2218.7,3599.0,439.0,1884.2,1714.8,0.11857,0.07677220721098099,-0.000896612705705919,0.00012185242511651008,-0.0058913,6.9544362537e-05
71,0.0,0.676847,2058.6,2338.5,1699.5,1180.3,1158.2,0.11872880000000001,0.0768051836445003,-0.0009754101509469081,0.00036412222123668005,-0.005872400000000001,6.627773341282e-05
72,3.0,0.768761,2421.9,3103.5,934.5,1776.6,1326.9,0.1191865,0.07699323127941175,-0.00091192734385971,0.00040559752986876995,-0.005743900000000001,6.099823479518999e-05
73,0.0,-0.505987,2543.7,2585.7,1452.3,1073.1,1512.6,0.11901779999999999,0.07697823732719225,-0.0012146371201835452,0.00060903795254016,-0.0057615,6.086767157823e-05
74,0.0,0.50125,1823.5,2109.1,1928.9,877.5,1231.6,0.11919090000000002,0.07697344267218761,-0.0012570786534678948,0.0006954378575543001,-0.0057745,6.703833792111999e-05
75,4.0,-0.412028,1706.5,2296.3,1741.7,808.5,1487.8,0.11902470000000001,0.07690346325078613,-0.001162057416554459,0.0005460000146247701,-0.005756600000000001,7.371457165207e-05
76,4.0,0.505494,1597.5,2952.8,1085.2,1247.9,1704.9,0.11928449999999999,0.07706452042784422,-0.00103485019352966,0.0007129896521612499,-0.005766199999999999,7.483741770657999e-05
77,5.0,0.41513,2059.7,2775.1,1262.9,1063.7,1711.4,0.11949479999999998,0.07721556685391974,-0.0010193434803208799,0.00060302133196683,-0.005725400000000001,7.806483074917e-05
78,2.0,-0.426455,2071.8,2633.7,1404.3,1035.2,1598.5,0.11934499999999999,0.07712941144535533,-0.00095963448624372,0.0008419047945794001,-0.0057015,7.490093519900998e-05
79,5.0,-0.271491,1772.8,2267.9,1770.1,595.7,1672.2,0.119205,0.07705684267363769,-0.00107400756249668,0.00062918638881282,-0.0057133,7.600852730868e-05
80,1.0,-0.600844,1733.0,3197.2,840.8,1586.3,1610.9,0.1189238,0.07696319458738174,-0.00101207343181028,0.00060044012330533,-0.0056711,6.873601122351001e-05
81,0.0,0.826338,2048.4,3597.1,440.9,2046.3,1550.8,0.11927380000000001,0.07706972516113632,-0.0009202614088462777,0.0008234130264148801,-0.0056963,6.143870834328e-05
82,1.0,-0.335564,1627.2,2572.7,1465.3,812.9,1759.8,0.1190755,0.07702218986795847,-0.000980260947549,0.0007944202049243301,-0.005682100000000001,6.167608145545e-05
83,0.0,-0.552554,2521.5,3336.0,702.0,1501.2,1834.8,0.11881710000000001,0.07691938359977576,-0.0008299249597604301,0.00093013968892955,-0.0056343,7.319185980282999e-05
84,1.0,0.669822,1939.0,3368.6,669.4,1747.5,1621.1,0.11914720000000001,0.07698114131615687,-0.0008733013958775345,0.00107072626770139,-0.005648599999999999,8.505812711214001e-05
85,5.0,-0.51065,2098.6,3571.7,466.3,1599.4,1972.3,0.1188364,0.07684836585848352,-0.0011841757018562099,0.0010613912742940801,-0.0055972,8.540329592954e-05
86,1.0,-0.624921,2377.7,3252.6,785.4,1628.1,1624.5,0.1185742,0.07677136904454179,-0.0013126675078325898,0.0009447672449119301,-0.005528500000000001,8.905266758684217e-05
87,5.0,0.368528,1926.3,2163.3,1874.7,746.4,1416.9,0.11871860000000001,0.07690193526677416,-0.00124684968798139,0.00092547645959986,-0.0055192,9.420142010183024e-05
88,4.0,0.780724,2546.0,3258.7,779.3,1809.4,1449.3,0.11905239999999999,0.07716577095037651,-0.00112680074624688,0.0005713591153553599,-0.0055254000000000015,9.977051806530217e-05
89,2.0,-0.561024,2101.3,3054.8,983.2,1462.4,1592.4,0.1188971,0.07716853378817086,-0.00127197472277785,0.00061959410520272,-0.005444899999999999,0.00011653173383651635
90,0.0,0.534075,2028.4,1899.3,2138.7,841.6,1057.7,0.11906620000000001,0.07723898502612687,-0.00129230663996691,0.00057740155134182,-0.0054694999999999995,0.00010791076978824972
91,4.0,0.41089000000000003,2495.8,1466.4,2571.6,526.7,939.7,0.1191934,0.0773649602632682,-0.0013633033657323899,0.00067342698442396,-0.005544700000000001,0.0001107170484637957
92,2.0,0.42807399999999995,2508.2,2658.7,1379.3,1026.1,1632.6,0.119404,0.07750289990496141,-0.0013906599980521202,0.0009689799282710599,-0.0056086999999999994,0.00010273122185354223
93,2.0,0.344684,2213.8,2384.1,1653.9,770.2,1613.9,0.11954039999999999,0.07763568866630469,-0.0012521269445995302,0.00068753203472348,-0.0056614,9.161271867619728e-05
94,1.0,0.6983,2219.2,3494.7,543.3,1854.6,1640.1,0.11990989999999999,0.07779984368498002,-0.001179134809077333,0.0003989529112888501,-0.005708199999999999,9.756750548397823e-05
95,5.0,-0.568913,2130.9,3192.9,845.1,1513.6,1679.3,0.1197269,0.07773494902177402,-0.00123259202327819,1.5153258595840009e-05,-0.0057435,0.00010855103552371423
96,4.0,0.540474,2108.2,3097.6,940.4,1379.1,1718.5,0.12009449999999999,0.07786348644785794,-0.0012683112683032599,-0.00014280563937812003,-0.0057424,0.00011165530179125015
97,2.0,-0.320614,2362.1,1959.3,2078.7,606.1,1353.2,0.1199432,0.07779955304670835,-0.00128822063369326,-9.969566762643122e-05,-0.005736,0.00011529543623992915
98,0.0,0.21735699999999997,2127.1,1035.2,3002.8,200.8,834.4,0.1199864,0.07780138175090269,-0.0012821439923869598,-1.7342602245061253e-05,-0.0057464000000000005,0.00011075530297673783
99,2.0,0.506019,2012.8,3142.3,895.7,1403.1,1739.2,0.12027589999999999,0.07796167793554833,-0.0012978682850195399,0.00026516514434092,-0.0058409,0.00011877059615988512
