Unnamed: 0,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction,user_activity
65,0.0,-0.623669,2269.0,2297.9,1740.1,1040.7,1257.2,0.11736949999999999,0.07618619267166629,-0.0006934746020656501,0.0006946790776867001,-0.0056489999999999995,-0.00011034850938699047,0.8764439373492503
66,3.0,0.509756,2817.5,1885.3,2152.7,838.4,1046.9,0.11767659999999999,0.0763304198411725,-0.00055597714281232,0.00071859147818614,-0.005638300000000001,-0.00012342895356564265,0.8764389234452312
67,0.0,0.655686,2595.4,2107.5,1930.5,980.5,1127.0,0.11789909999999999,0.07643477685867149,-0.00048337421061447,0.0005971072094053825,-0.005651300000000001,-0.00013010199350950907,0.8764341144784902
68,4.0,-0.339661,2149.8,1839.1,2198.9,529.4,1309.7,0.1177338,0.07630671670655541,-0.00055523441376916,0.0005229709801057761,-0.0056256,-0.00013024335803105697,0.8764417863762372
69,4.0,0.55661,1571.6,2136.6,1901.4,911.5,1225.1,0.1179462,0.0764838877520804,-0.00073303868784879,0.00039295650431721,-0.005620700000000001,-0.00011805334866994843,0.8764461714385463
70,2.0,0.649722,2233.7,3014.8,1023.2,1581.5,1433.3,0.1183024,0.0767430646970664,-0.0008073505634220299,0.00018413598231485002,-0.0056370000000000005,-0.0001141065265287871,0.8764494097691499
71,0.0,0.676847,2075.2,1604.1,2433.9,772.5,831.6,0.11851320000000001,0.07681197088763847,-0.0010014386322171,0.00029290514444464,-0.0056325,-0.00011223942010804577,0.8764254112505396
72,3.0,0.768761,2109.9,3052.7,985.3,1759.8,1292.9,0.119013,0.07698300842240803,-0.00116188625021809,0.00028230671176084304,-0.005554,-0.00012167652225105428,0.8764118027335799
73,0.0,-0.505987,2495.1,1792.7,2245.3,696.4,1096.3,0.11883049999999999,0.07688489521047745,-0.00104732762563374,0.00039142892963302874,-0.0055708,-0.00012365766349264117,0.8764044218792626
74,0.0,0.50125,2135.5,1667.4,2370.6,637.2,1030.2,0.1190069,0.07692577701973707,-0.0011515592350911641,0.00014697606733340003,-0.0055805,-0.00012199791427340853,0.8763839447586013
75,4.0,-0.412028,1950.4,2153.1,1884.9,739.9,1413.2,0.1188099,0.0768029355810034,-0.00109450841396762,7.813374900148e-05,-0.005618400000000001,-0.00012672248583327773,0.8763826871638996
76,4.0,0.505494,2011.8,2799.4,1238.6,1113.8,1685.6,0.1190599,0.07695699889839556,-0.00095488895789288,-5.267763703814001e-05,-0.0056247,-0.0001411052473165336,0.8763677374172332
77,5.0,0.41513,2843.4,2212.6,1825.4,819.1,1393.5,0.119327,0.07709795859979271,-0.00100029774659693,5.001158392838e-05,-0.0056562,-0.0001321601519390944,0.8763646840253044
78,2.0,-0.426455,2225.9,3237.3,800.7,1270.5,1966.8,0.1190102,0.07686185259404447,-0.00103425916267851,-3.110028042304996e-05,-0.005608200000000001,-0.00013068413722505662,0.876358851622482
79,5.0,-0.271491,2393.9,1784.4,2253.6,455.2,1329.2,0.1188536,0.0768490266444363,-0.0009835699121223001,3.395307230589363e-05,-0.0055842,-0.0001283483084050199,0.8763831003680461
80,1.0,-0.600844,1758.4,3028.0,1010.0,1483.7,1544.3,0.11854210000000001,0.07664714623883781,-0.00092378184421793,-3.950324511541424e-05,-0.005522900000000002,-0.00012903683315798918,0.8763797442369156
81,0.0,0.826338,2233.7,2495.0,1543.0,1357.0,1138.0,0.11889780000000001,0.07678241277359951,-0.00089778951506556,-3.4445306537331027e-06,-0.0055065999999999995,-0.00013317671200589352,0.8763740827117855
82,1.0,-0.335564,1817.7,1550.4,2487.6,471.7,1078.7,0.11872419999999999,0.07667600293374609,-0.0008266194508777228,0.00010573552398777995,-0.0054729,-0.00013089872975853117,0.8763729345934395
83,0.0,-0.552554,2266.3,1975.0,2063.0,844.6,1130.4,0.1185543,0.07658481260997323,-0.0009761467110942026,-1.3961389701890014e-05,-0.0054594,-0.00013141699929718287,0.8763648423322715
84,1.0,0.669822,1610.1,2620.7,1417.3,1338.5,1282.2,0.1188939,0.07684191335006783,-0.0011167438193592186,-0.00011755978692825999,-0.005538100000000001,-0.0001247973746226242,0.876374910197826
85,5.0,-0.51065,1706.8,3345.1,692.9,1487.4,1857.7,0.11859329999999998,0.07661728980585125,-0.0012442127757599701,-0.00030272718029990996,-0.0055459,-0.00012137381326236414,0.8763720405714202
86,1.0,-0.624921,1732.3,3230.2,807.8,1586.0,1644.2,0.1182993,0.07640995580588533,-0.0011505677046412832,-8.192659060367767e-05,-0.0054684,-0.00011324478992736872,0.8763721974159362
87,5.0,0.368528,1572.5,2454.2,1583.8,840.6,1613.6,0.1185328,0.07655523717835157,-0.00116049154344126,-0.00015291323293976003,-0.0054762000000000005,-0.00010563159911470654,0.8763721974159362
88,4.0,0.780724,2096.1,2163.1,1874.9,1193.6,969.5,0.1188293,0.07674364199857732,-0.00117339826058714,0.00016252076023111985,-0.0054813,-0.00010823401067042228,0.8763739047630519
89,2.0,-0.561024,2277.9,3094.4,943.6,1479.2,1615.2,0.1186415,0.07667471872521273,-0.0013092330087802952,-0.00021813197942297972,-0.0054637999999999996,-9.706580704467e-05,0.876376426988025
90,0.0,0.534075,1854.7,2766.4,1271.6,1110.7,1655.7,0.11899770000000001,0.07684818224714593,-0.00154203003204034,7.769285867592049e-05,-0.0054678999999999995,-0.00010202653965861,0.8763726756393688
91,4.0,0.41089000000000003,2087.3,2334.5,1703.5,806.4,1528.1,0.11924850000000001,0.07695828388081657,-0.00143544329833224,0.00029630444599229995,-0.0054237999999999995,-9.964170835937e-05,0.8763502788579872
92,2.0,0.42807399999999995,2524.8,2496.0,1542.0,934.0,1562.0,0.119499,0.07714374115782394,-0.00153997909108473,0.0002752423770917437,-0.0054456,-0.00010988569020306,0.8763491078255535
93,2.0,0.344684,1801.4,1946.0,2092.0,621.4,1324.6,0.1196882,0.07727939178426127,-0.00150093951540412,0.00017475740303317234,-0.005466,-0.00011086625859870998,0.8763521163685096
94,1.0,0.6983,1801.6,3165.0,873.0,1644.2,1520.8,0.1200637,0.07751765878939967,-0.0014950475333712018,-0.0003590342983980159,-0.0055487,-0.00011399572200099001,0.8763491144002007
95,5.0,-0.568913,1422.6,3094.0,944.0,1457.7,1636.3,0.1198588,0.07739878826521956,-0.001561336837633834,-0.0004169169786850579,-0.005524699999999999,-0.00012509280702245,0.8762960130941844
